,Valor,Marca,Modelo,AnoModelo,Combustivel,CodigoFipe,MesReferencia,SiglaCombustivel
5,120116.0,Nissan,KICKS Advance 1.6 16V Flex Aut.,2022,Gasolina,023180-0,maio de 2022 ,G
6,131775.0,Nissan,KICKS Advance 1.6 16V Flex Aut.,32000,Gasolina,023180-0,abril de 2022 ,G
7,119063.0,Nissan,KICKS Advance 1.6 16V Flex Aut.,2022,Gasolina,023180-0,abril de 2022 ,G
8,131331.0,Nissan,KICKS Advance 1.6 16V Flex Aut.,32000,Gasolina,023180-0,março de 2022 ,G
9,117876.0,Nissan,KICKS Advance 1.6 16V Flex Aut.,2022,Gasolina,023180-0,março de 2022 ,G
10,125680.0,Nissan,KICKS Advance 1.6 16V Flex Aut.,32000,Gasolina,023180-0,fevereiro de 2022 ,G
11,117441.0,Nissan,KICKS Advance 1.6 16V Flex Aut.,2022,Gasolina,023180-0,fevereiro de 2022 ,G
12,124920.0,Nissan,KICKS Advance 1.6 16V Flex Aut.,32000,Gasolina,023180-0,janeiro de 2022 ,G
13,116945.0,Nissan,KICKS Advance 1.6 16V Flex Aut.,2022,Gasolina,023180-0,janeiro de 2022 ,G
14,119847.0,Nissan,KICKS Advance 1.6 16V Flex Aut.,32000,Gasolina,023180-0,dezembro de 2021 ,G
